"","cell_type","title","donor id","status"
"SRR5355578","CLP","singles-BM0828-CLP-frozen-151103-95","control",NA
"SRR5355580","pDC","singles-160818-BM1137-pDC-LS-1","control",NA
"SRR5355583","pDC","singles-160818-BM1137-pDC-LS-4","control",NA
"SRR5355585","pDC","singles-160818-BM1137-pDC-LS-6","control",NA
"SRR5355587","pDC","singles-160818-BM1137-pDC-LS-8","control",NA
"SRR5355588","pDC","singles-160818-BM1137-pDC-LS-9","control",NA
"SRR5355590","pDC","singles-160818-BM1137-pDC-LS-11","control",NA
"SRR5355591","pDC","singles-160818-BM1137-pDC-LS-12","control",NA
"SRR5355593","pDC","singles-160818-BM1137-pDC-LS-14","control",NA
"SRR5355595","pDC","singles-160818-BM1137-pDC-LS-16","control",NA
"SRR5355597","pDC","singles-160818-BM1137-pDC-LS-18","control",NA
"SRR5355600","pDC","singles-160818-BM1137-pDC-LS-21","control",NA
"SRR5355601","pDC","singles-160818-BM1137-pDC-LS-22","control",NA
"SRR5355603","pDC","singles-160818-BM1137-pDC-LS-24","control",NA
"SRR5355605","pDC","singles-160818-BM1137-pDC-LS-26","control",NA
"SRR5355607","pDC","singles-160818-BM1137-pDC-LS-28","control",NA
"SRR5355609","pDC","singles-160818-BM1137-pDC-LS-30","control",NA
"SRR5355610","pDC","singles-160818-BM1137-pDC-LS-31","control",NA
"SRR5355612","pDC","singles-160818-BM1137-pDC-LS-33","control",NA
"SRR5355613","pDC","singles-160818-BM1137-pDC-LS-34","control",NA
"SRR5355615","pDC","singles-160818-BM1137-pDC-LS-36","control",NA
"SRR5355617","pDC","singles-160818-BM1137-pDC-LS-38","control",NA
"SRR5355619","pDC","singles-160818-BM1137-pDC-LS-40","control",NA
"SRR5355622","pDC","singles-160818-BM1137-pDC-LS-43","control",NA
"SRR5355623","pDC","singles-160818-BM1137-pDC-LS-44","control",NA
"SRR5355625","pDC","singles-160818-BM1137-pDC-LS-46","control",NA
"SRR5355626","pDC","singles-160818-BM1137-pDC-LS-47","control",NA
"SRR5355630","pDC","singles-160818-BM1137-pDC-LS-51","control",NA
"SRR5355632","pDC","singles-160818-BM1137-pDC-LS-53","control",NA
"SRR5355634","pDC","singles-160818-BM1137-pDC-LS-55","control",NA
"SRR5355636","pDC","singles-160818-BM1137-pDC-LS-57","control",NA
"SRR5355638","pDC","singles-160818-BM1137-pDC-LS-59","control",NA
"SRR5355639","pDC","singles-160818-BM1137-pDC-LS-60","control",NA
"SRR5355642","pDC","singles-160818-BM1137-pDC-LS-63","control",NA
"SRR5355644","pDC","singles-160818-BM1137-pDC-LS-65","control",NA
"SRR5355646","pDC","singles-160818-BM1137-pDC-LS-67","control",NA
"SRR5355648","pDC","singles-160818-BM1137-pDC-LS-69","control",NA
"SRR5355650","pDC","singles-160818-BM1137-pDC-LS-71","control",NA
"SRR5355652","pDC","singles-160818-BM1137-pDC-LS-73","control",NA
"SRR5355655","pDC","singles-160818-BM1137-pDC-LS-76","control",NA
"SRR5355657","pDC","singles-160818-BM1137-pDC-LS-78","control",NA
"SRR5355658","pDC","singles-160818-BM1137-pDC-LS-79","control",NA
"SRR5355660","pDC","singles-160818-BM1137-pDC-LS-81","control",NA
"SRR5355662","pDC","singles-160818-BM1137-pDC-LS-83","control",NA
"SRR5355664","pDC","singles-160818-BM1137-pDC-LS-85","control",NA
"SRR5355668","pDC","singles-160818-BM1137-pDC-LS-89","control",NA
"SRR5355670","pDC","singles-160818-BM1137-pDC-LS-91","control",NA
"SRR5355671","pDC","singles-160818-BM1137-pDC-LS-92","control",NA
"SRR5355672","pDC","singles-160818-BM1137-pDC-LS-93","control",NA
"SRR5355673","pDC","singles-160818-BM1137-pDC-LS-94","control",NA
"SRR5355674","pDC","singles-160818-BM1137-pDC-LS-95","control",NA
"SRR5355677","pDC","singles-BM1214-MCP-frozen-160128-2","control",NA
"SRR5355678","pDC","singles-BM1214-MCP-frozen-160128-3","control",NA
"SRR5355680","pDC","singles-BM1214-MCP-frozen-160128-5","control",NA
"SRR5355682","pDC","singles-BM1214-MCP-frozen-160128-7","control",NA
"SRR5355684","pDC","singles-BM1214-MCP-frozen-160128-9","control",NA
"SRR5355687","pDC","singles-BM1214-MCP-frozen-160128-12","control",NA
"SRR5355688","pDC","singles-BM1214-MCP-frozen-160128-13","control",NA
"SRR5355691","pDC","singles-BM1214-MCP-frozen-160128-16","control",NA
"SRR5355693","pDC","singles-BM1214-MCP-frozen-160128-18","control",NA
"SRR5355694","pDC","singles-BM1214-MCP-frozen-160128-19","control",NA
"SRR5355696","pDC","singles-BM1214-MCP-frozen-160128-21","control",NA
"SRR5355698","pDC","singles-BM1214-MCP-frozen-160128-23","control",NA
"SRR5355699","pDC","singles-BM1214-MCP-frozen-160128-24","control",NA
"SRR5355701","pDC","singles-BM1214-MCP-frozen-160128-26","control",NA
"SRR5355704","pDC","singles-BM1214-MCP-frozen-160128-29","control",NA
"SRR5355706","pDC","singles-BM1214-MCP-frozen-160128-31","control",NA
"SRR5355707","pDC","singles-BM1214-MCP-frozen-160128-32","control",NA
"SRR5355709","pDC","singles-BM1214-MCP-frozen-160128-34","control",NA
"SRR5355712","pDC","singles-BM1214-MCP-frozen-160128-37","control",NA
"SRR5355715","pDC","singles-BM1214-MCP-frozen-160128-40","control",NA
"SRR5355717","pDC","singles-BM1214-MCP-frozen-160128-42","control",NA
"SRR5355718","pDC","singles-BM1214-MCP-frozen-160128-43","control",NA
"SRR5355720","pDC","singles-BM1214-MCP-frozen-160128-45","control",NA
"SRR5355722","pDC","singles-BM1214-MCP-frozen-160128-47","control",NA
"SRR5355724","pDC","singles-BM1214-MCP-frozen-160128-49","control",NA
"SRR5355725","pDC","singles-BM1214-MCP-frozen-160128-50","control",NA
"SRR5355727","pDC","singles-BM1214-MCP-frozen-160128-52","control",NA
"SRR5355729","pDC","singles-BM1214-MCP-frozen-160128-54","control",NA
"SRR5355731","pDC","singles-BM1214-MCP-frozen-160128-56","control",NA
"SRR5355732","pDC","singles-BM1214-MCP-frozen-160128-57","control",NA
"SRR5355733","pDC","singles-BM1214-MCP-frozen-160128-58","control",NA
"SRR5355735","pDC","singles-BM1214-MCP-frozen-160128-60","control",NA
"SRR5355737","pDC","singles-BM1214-MCP-frozen-160128-62","control",NA
"SRR5355738","pDC","singles-BM1214-MCP-frozen-160128-63","control",NA
"SRR5355740","pDC","singles-BM1214-MCP-frozen-160128-65","control",NA
"SRR5355742","pDC","singles-BM1214-MCP-frozen-160128-67","control",NA
"SRR5355744","pDC","singles-BM1214-MCP-frozen-160128-69","control",NA
"SRR5355746","pDC","singles-BM1214-MCP-frozen-160128-71","control",NA
"SRR5355748","pDC","singles-BM1214-MCP-frozen-160128-73","control",NA
"SRR5355751","pDC","singles-BM1214-MCP-frozen-160128-76","control",NA
"SRR5355753","pDC","singles-BM1214-MCP-frozen-160128-78","control",NA
"SRR5355755","pDC","singles-BM1214-MCP-frozen-160128-80","control",NA
"SRR5355757","pDC","singles-BM1214-MCP-frozen-160128-82","control",NA
"SRR5355759","pDC","singles-BM1214-MCP-frozen-160128-84","control",NA
"SRR5355761","pDC","singles-BM1214-MCP-frozen-160128-86","control",NA
"SRR5355763","pDC","singles-BM1214-MCP-frozen-160128-88","control",NA
"SRR5355764","pDC","singles-BM1214-MCP-frozen-160128-89","control",NA
"SRR5355766","pDC","singles-BM1214-MCP-frozen-160128-91","control",NA
"SRR5355768","pDC","singles-BM1214-MCP-frozen-160128-93","control",NA
"SRR5355770","pDC","singles-BM1214-MCP-frozen-160128-95","control",NA
"SRR5355772","UNK","singles-BM0106-UNK-160418-1","control",NA
"SRR5355775","UNK","singles-BM0106-UNK-160418-4","control",NA
"SRR5355777","UNK","singles-BM0106-UNK-160418-6","control",NA
"SRR5355780","UNK","singles-BM0106-UNK-160418-9","control",NA
"SRR5355782","UNK","singles-BM0106-UNK-160418-11","control",NA
"SRR5355785","UNK","singles-BM0106-UNK-160418-14","control",NA
"SRR5355786","UNK","singles-BM0106-UNK-160418-15","control",NA
"SRR5355788","UNK","singles-BM0106-UNK-160418-17","control",NA
"SRR5355790","UNK","singles-BM0106-UNK-160418-19","control",NA
"SRR5355792","UNK","singles-BM0106-UNK-160418-21","control",NA
"SRR5355794","UNK","singles-BM0106-UNK-160418-23","control",NA
"SRR5355796","UNK","singles-BM0106-UNK-160418-25","control",NA
"SRR5355798","UNK","singles-BM0106-UNK-160418-27","control",NA
"SRR5355800","UNK","singles-BM0106-UNK-160418-29","control",NA
"SRR5355801","UNK","singles-BM0106-UNK-160418-30","control",NA
"SRR5355804","UNK","singles-BM0106-UNK-160418-33","control",NA
"SRR5355805","UNK","singles-BM0106-UNK-160418-34","control",NA
"SRR5355808","UNK","singles-BM0106-UNK-160418-37","control",NA
"SRR5355810","UNK","singles-BM0106-UNK-160418-39","control",NA
"SRR5355812","UNK","singles-BM0106-UNK-160418-41","control",NA
"SRR5355814","UNK","singles-BM0106-UNK-160418-43","control",NA
"SRR5355816","UNK","singles-BM0106-UNK-160418-45","control",NA
"SRR5355817","UNK","singles-BM0106-UNK-160418-46","control",NA
"SRR5355818","UNK","singles-BM0106-UNK-160418-47","control",NA
"SRR5355820","UNK","singles-BM0106-UNK-160418-49","control",NA
"SRR5355822","UNK","singles-BM0106-UNK-160418-51","control",NA
"SRR5355823","UNK","singles-BM0106-UNK-160418-52","control",NA
"SRR5355825","UNK","singles-BM0106-UNK-160418-54","control",NA
"SRR5355826","UNK","singles-BM0106-UNK-160418-55","control",NA
"SRR5355828","UNK","singles-BM0106-UNK-160418-57","control",NA
"SRR5355830","UNK","singles-BM0106-UNK-160418-59","control",NA
"SRR5355832","UNK","singles-BM0106-UNK-160418-61","control",NA
"SRR5355834","UNK","singles-BM0106-UNK-160418-63","control",NA
"SRR5355836","UNK","singles-BM0106-UNK-160418-65","control",NA
"SRR5355837","UNK","singles-BM0106-UNK-160418-66","control",NA
"SRR5355840","UNK","singles-BM0106-UNK-160418-69","control",NA
"SRR5355841","UNK","singles-BM0106-UNK-160418-70","control",NA
"SRR5355843","UNK","singles-BM0106-UNK-160418-72","control",NA
"SRR5355846","UNK","singles-BM0106-UNK-160418-75","control",NA
"SRR5355850","UNK","singles-BM0106-UNK-160418-79","control",NA
"SRR5355853","UNK","singles-BM0106-UNK-160418-82","control",NA
"SRR5355855","UNK","singles-BM0106-UNK-160418-84","control",NA
"SRR5355857","UNK","singles-BM0106-UNK-160418-86","control",NA
"SRR5355859","UNK","singles-BM0106-UNK-160418-88","control",NA
"SRR5355860","UNK","singles-BM0106-UNK-160418-89","control",NA
"SRR5355864","UNK","singles-BM0106-UNK-160418-93","control",NA
"SRR5355866","UNK","singles-BM0106-UNK-160418-95","control",NA
"SRR5355868","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-1","control",NA
"SRR5355870","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-3","control",NA
"SRR5355872","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-5","control",NA
"SRR5355874","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-7","control",NA
"SRR5355876","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-9","control",NA
"SRR5355877","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-10","control",NA
"SRR5355879","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-12","control",NA
"SRR5355881","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-14","control",NA
"SRR5355884","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-17","control",NA
"SRR5355885","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-18","control",NA
"SRR5355886","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-19","control",NA
"SRR5355887","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-20","control",NA
"SRR5355888","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-21","control",NA
"SRR5355891","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-24","control",NA
"SRR5355893","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-26","control",NA
"SRR5355894","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-27","control",NA
"SRR5355896","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-29","control",NA
"SRR5355898","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-31","control",NA
"SRR5355899","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-32","control",NA
"SRR5355901","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-34","control",NA
"SRR5355903","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-36","control",NA
"SRR5355905","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-38","control",NA
"SRR5355907","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-40","control",NA
"SRR5355908","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-41","control",NA
"SRR5355909","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-42","control",NA
"SRR5355911","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-44","control",NA
"SRR5355913","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-46","control",NA
"SRR5355915","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-48","control",NA
"SRR5355917","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-50","control",NA
"SRR5355918","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-51","control",NA
"SRR5355919","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-52","control",NA
"SRR5355921","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-54","control",NA
"SRR5355922","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-55","control",NA
"SRR5355925","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-58","control",NA
"SRR5355927","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-60","control",NA
"SRR5355929","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-62","control",NA
"SRR5355932","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-65","control",NA
"SRR5355933","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-66","control",NA
"SRR5355935","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-68","control",NA
"SRR5355938","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-71","control",NA
"SRR5355940","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-73","control",NA
"SRR5355944","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-77","control",NA
"SRR5355947","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-80","control",NA
"SRR5355950","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-83","control",NA
"SRR5355953","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-86","control",NA
"SRR5355955","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-88","control",NA
"SRR5355957","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-90","control",NA
"SRR5355959","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-92","control",NA
"SRR5355960","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-93","control",NA
"SRR5355962","GMP-A","singles-160809-scATAC-BM1137-GMP1low-LS-95","control",NA
"SRR5355964","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-1","control",NA
"SRR5355965","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-2","control",NA
"SRR5355966","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-3","control",NA
"SRR5355968","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-5","control",NA
"SRR5355969","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-6","control",NA
"SRR5355971","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-8","control",NA
"SRR5355973","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-10","control",NA
"SRR5355975","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-12","control",NA
"SRR5355978","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-15","control",NA
"SRR5355979","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-16","control",NA
"SRR5355982","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-19","control",NA
"SRR5355984","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-21","control",NA
"SRR5355986","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-23","control",NA
"SRR5355988","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-25","control",NA
"SRR5355989","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-26","control",NA
"SRR5355990","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-27","control",NA
"SRR5355992","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-29","control",NA
"SRR5355994","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-31","control",NA
"SRR5355996","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-33","control",NA
"SRR5355999","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-36","control",NA
"SRR5356002","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-39","control",NA
"SRR5356004","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-41","control",NA
"SRR5356007","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-44","control",NA
"SRR5356009","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-46","control",NA
"SRR5356012","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-49","control",NA
"SRR5356015","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-52","control",NA
"SRR5356017","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-54","control",NA
"SRR5356019","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-56","control",NA
"SRR5356020","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-57","control",NA
"SRR5356023","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-60","control",NA
"SRR5356024","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-61","control",NA
"SRR5356027","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-64","control",NA
"SRR5356029","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-66","control",NA
"SRR5356030","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-67","control",NA
"SRR5356031","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-68","control",NA
"SRR5356033","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-70","control",NA
"SRR5356035","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-72","control",NA
"SRR5356037","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-74","control",NA
"SRR5356039","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-76","control",NA
"SRR5356041","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-78","control",NA
"SRR5356044","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-81","control",NA
"SRR5356046","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-83","control",NA
"SRR5356049","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-86","control",NA
"SRR5356051","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-88","control",NA
"SRR5356052","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-89","control",NA
"SRR5356054","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-91","control",NA
"SRR5356056","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-93","control",NA
"SRR5356058","GMP-B","singles-160808-scATAC-BM1137-GMP2mid-LS-95","control",NA
"SRR5356060","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-1","control",NA
"SRR5356062","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-3","control",NA
"SRR5356064","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-5","control",NA
"SRR5356065","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-6","control",NA
"SRR5356067","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-8","control",NA
"SRR5356069","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-10","control",NA
"SRR5356070","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-11","control",NA
"SRR5356072","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-13","control",NA
"SRR5356075","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-16","control",NA
"SRR5356076","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-17","control",NA
"SRR5356078","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-19","control",NA
"SRR5356080","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-21","control",NA
"SRR5356083","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-24","control",NA
"SRR5356084","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-25","control",NA
"SRR5356086","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-27","control",NA
"SRR5356088","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-29","control",NA
"SRR5356090","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-31","control",NA
"SRR5356092","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-33","control",NA
"SRR5356095","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-36","control",NA
"SRR5356096","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-37","control",NA
"SRR5356098","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-39","control",NA
"SRR5356100","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-41","control",NA
"SRR5356101","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-42","control",NA
"SRR5356103","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-44","control",NA
"SRR5356105","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-46","control",NA
"SRR5356107","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-48","control",NA
"SRR5356110","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-51","control",NA
"SRR5356112","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-53","control",NA
"SRR5356114","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-55","control",NA
"SRR5356115","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-56","control",NA
"SRR5356117","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-58","control",NA
"SRR5356119","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-60","control",NA
"SRR5356120","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-61","control",NA
"SRR5356122","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-63","control",NA
"SRR5356125","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-66","control",NA
"SRR5356127","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-68","control",NA
"SRR5356129","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-70","control",NA
"SRR5356131","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-72","control",NA
"SRR5356132","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-73","control",NA
"SRR5356134","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-75","control",NA
"SRR5356135","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-76","control",NA
"SRR5356137","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-78","control",NA
"SRR5356139","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-80","control",NA
"SRR5356141","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-82","control",NA
"SRR5356144","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-85","control",NA
"SRR5356146","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-87","control",NA
"SRR5356149","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-90","control",NA
"SRR5356151","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-92","control",NA
"SRR5356153","GMP-C","singles-20160726-scATAC-BM1137-GMP3high-HYC-94","control",NA
"SRR5354568","CMP","singles-160822-BM1137-CMP-LS-40","control",NA
"SRR5354570","CMP","singles-160822-BM1137-CMP-LS-42","control",NA
"SRR5354573","CMP","singles-160822-BM1137-CMP-LS-45","control",NA
"SRR5354575","CMP","singles-160822-BM1137-CMP-LS-47","control",NA
"SRR5354577","CMP","singles-160822-BM1137-CMP-LS-49","control",NA
"SRR5354580","CMP","singles-160822-BM1137-CMP-LS-52","control",NA
"SRR5354582","CMP","singles-160822-BM1137-CMP-LS-54","control",NA
"SRR5354584","CMP","singles-160822-BM1137-CMP-LS-56","control",NA
"SRR5354586","CMP","singles-160822-BM1137-CMP-LS-58","control",NA
"SRR5354588","CMP","singles-160822-BM1137-CMP-LS-60","control",NA
"SRR5354590","CMP","singles-160822-BM1137-CMP-LS-62","control",NA
"SRR5354592","CMP","singles-160822-BM1137-CMP-LS-64","control",NA
"SRR5354597","CMP","singles-160822-BM1137-CMP-LS-69","control",NA
"SRR5354598","CMP","singles-160822-BM1137-CMP-LS-70","control",NA
"SRR5354600","CMP","singles-160822-BM1137-CMP-LS-72","control",NA
"SRR5354601","CMP","singles-160822-BM1137-CMP-LS-73","control",NA
"SRR5354602","CMP","singles-160822-BM1137-CMP-LS-74","control",NA
"SRR5354605","CMP","singles-160822-BM1137-CMP-LS-77","control",NA
"SRR5354606","CMP","singles-160822-BM1137-CMP-LS-78","control",NA
"SRR5354607","CMP","singles-160822-BM1137-CMP-LS-79","control",NA
"SRR5354609","CMP","singles-160822-BM1137-CMP-LS-81","control",NA
"SRR5354610","CMP","singles-160822-BM1137-CMP-LS-82","control",NA
"SRR5354614","CMP","singles-160822-BM1137-CMP-LS-86","control",NA
"SRR5354615","CMP","singles-160822-BM1137-CMP-LS-87","control",NA
"SRR5354616","CMP","singles-160822-BM1137-CMP-LS-88","control",NA
"SRR5354618","CMP","singles-160822-BM1137-CMP-LS-90","control",NA
"SRR5354620","CMP","singles-160822-BM1137-CMP-LS-92","control",NA
"SRR5354622","CMP","singles-160822-BM1137-CMP-LS-94","control",NA
"SRR5354626","CMP","singles-20160726-scATAC-BM1214-CMP-LS-2","control",NA
"SRR5354628","CMP","singles-20160726-scATAC-BM1214-CMP-LS-4","control",NA
"SRR5354631","CMP","singles-20160726-scATAC-BM1214-CMP-LS-7","control",NA
"SRR5354633","CMP","singles-20160726-scATAC-BM1214-CMP-LS-9","control",NA
"SRR5354634","CMP","singles-20160726-scATAC-BM1214-CMP-LS-10","control",NA
"SRR5354635","CMP","singles-20160726-scATAC-BM1214-CMP-LS-11","control",NA
"SRR5354637","CMP","singles-20160726-scATAC-BM1214-CMP-LS-13","control",NA
"SRR5354639","CMP","singles-20160726-scATAC-BM1214-CMP-LS-15","control",NA
"SRR5354642","CMP","singles-20160726-scATAC-BM1214-CMP-LS-18","control",NA
"SRR5354643","CMP","singles-20160726-scATAC-BM1214-CMP-LS-19","control",NA
"SRR5354645","CMP","singles-20160726-scATAC-BM1214-CMP-LS-21","control",NA
"SRR5354646","CMP","singles-20160726-scATAC-BM1214-CMP-LS-22","control",NA
"SRR5354648","CMP","singles-20160726-scATAC-BM1214-CMP-LS-24","control",NA
"SRR5354649","CMP","singles-20160726-scATAC-BM1214-CMP-LS-25","control",NA
"SRR5354651","CMP","singles-20160726-scATAC-BM1214-CMP-LS-27","control",NA
